"Experiment","Well","Species","Strain","Biological_replicate","Technical_replicate","Condition","Time","OD"
"20150617",107,"Haloferax mediterranei","pyrE2","B",3,"standard",0.5,0.023
"20150617",108,"Haloferax mediterranei","pyrE2","C",1,"standard",0.5,0.018
"20150617",109,"Haloferax mediterranei","pyrE2","C",2,"standard",0.5,0.021
"20150617",111,"Haloferax mediterranei","pyrE2","C",3,"standard",0.5,0.024
"20150617",112,"Haloferax mediterranei","pyrE2","D",1,"standard",0.5,0.019
"20150617",113,"Haloferax mediterranei","pyrE2","D",2,"standard",0.5,0.018
"20150617",114,"Haloferax mediterranei","pyrE2","D",3,"standard",0.5,0.019
"20150617",251,"Haloferax mediterranei","pyrE2","A",1,"2 mM paraquat",0.5,0.023
"20150617",252,"Haloferax mediterranei","pyrE2","A",2,"2 mM paraquat",0.5,0.027
"20150617",253,"Haloferax mediterranei","pyrE2","A",3,"2 mM paraquat",0.5,0.027
"20150617",254,"Haloferax mediterranei","pyrE2","B",1,"2 mM paraquat",0.5,0.021
"20150617",255,"Haloferax mediterranei","pyrE2","B",2,"2 mM paraquat",0.5,0.025
"20150617",256,"Haloferax mediterranei","pyrE2","B",3,"2 mM paraquat",0.5,0.025
"20150617",257,"Haloferax mediterranei","pyrE2","C",1,"2 mM paraquat",0.5,0.02
"20150617",258,"Haloferax mediterranei","pyrE2","C",2,"2 mM paraquat",0.5,0.02
"20150617",259,"Haloferax mediterranei","pyrE2","C",3,"2 mM paraquat",0.5,0.02
"20150617",260,"Haloferax mediterranei","pyrE2","D",1,"2 mM paraquat",0.5,0.023
"20150617",261,"Haloferax mediterranei","pyrE2","D",2,"2 mM paraquat",0.5,0.027
"20150617",262,"Haloferax mediterranei","pyrE2","D",3,"2 mM paraquat",0.5,0.031
"20150617",102,"Haloferax mediterranei","pyrE2","A",1,"standard",1,0.025
"20150617",103,"Haloferax mediterranei","pyrE2","A",2,"standard",1,0.028
"20150617",104,"Haloferax mediterranei","pyrE2","A",3,"standard",1,0.027
"20150617",105,"Haloferax mediterranei","pyrE2","B",1,"standard",1,0.02
"20150617",106,"Haloferax mediterranei","pyrE2","B",2,"standard",1,0.023
"20150617",107,"Haloferax mediterranei","pyrE2","B",3,"standard",1,0.028
"20150617",108,"Haloferax mediterranei","pyrE2","C",1,"standard",1,0.022
"20150617",109,"Haloferax mediterranei","pyrE2","C",2,"standard",1,0.025
"20150617",111,"Haloferax mediterranei","pyrE2","C",3,"standard",1,0.028
"20150617",112,"Haloferax mediterranei","pyrE2","D",1,"standard",1,0.022
"20150617",113,"Haloferax mediterranei","pyrE2","D",2,"standard",1,0.021
"20150617",114,"Haloferax mediterranei","pyrE2","D",3,"standard",1,0.022
"20150617",251,"Haloferax mediterranei","pyrE2","A",1,"2 mM paraquat",1,0.026
"20150617",252,"Haloferax mediterranei","pyrE2","A",2,"2 mM paraquat",1,0.029
"20150617",253,"Haloferax mediterranei","pyrE2","A",3,"2 mM paraquat",1,0.03
"20150617",254,"Haloferax mediterranei","pyrE2","B",1,"2 mM paraquat",1,0.024
"20150617",255,"Haloferax mediterranei","pyrE2","B",2,"2 mM paraquat",1,0.027
"20150617",256,"Haloferax mediterranei","pyrE2","B",3,"2 mM paraquat",1,0.028
"20150617",257,"Haloferax mediterranei","pyrE2","C",1,"2 mM paraquat",1,0.022
"20150617",258,"Haloferax mediterranei","pyrE2","C",2,"2 mM paraquat",1,0.023
"20150617",259,"Haloferax mediterranei","pyrE2","C",3,"2 mM paraquat",1,0.023
"20150617",260,"Haloferax mediterranei","pyrE2","D",1,"2 mM paraquat",1,0.025
"20150617",261,"Haloferax mediterranei","pyrE2","D",2,"2 mM paraquat",1,0.029
"20150617",262,"Haloferax mediterranei","pyrE2","D",3,"2 mM paraquat",1,0.032
"20150617",102,"Haloferax mediterranei","pyrE2","A",1,"standard",1.5,0.03
"20150617",103,"Haloferax mediterranei","pyrE2","A",2,"standard",1.5,0.033
"20150617",104,"Haloferax mediterranei","pyrE2","A",3,"standard",1.5,0.033
"20150617",105,"Haloferax mediterranei","pyrE2","B",1,"standard",1.5,0.025
"20150617",106,"Haloferax mediterranei","pyrE2","B",2,"standard",1.5,0.028
"20150617",107,"Haloferax mediterranei","pyrE2","B",3,"standard",1.5,0.033
"20150617",108,"Haloferax mediterranei","pyrE2","C",1,"standard",1.5,0.028
"20150617",109,"Haloferax mediterranei","pyrE2","C",2,"standard",1.5,0.03
"20150617",111,"Haloferax mediterranei","pyrE2","C",3,"standard",1.5,0.035
"20150617",112,"Haloferax mediterranei","pyrE2","D",1,"standard",1.5,0.028
"20150617",113,"Haloferax mediterranei","pyrE2","D",2,"standard",1.5,0.027
"20150617",114,"Haloferax mediterranei","pyrE2","D",3,"standard",1.5,0.028
"20150617",251,"Haloferax mediterranei","pyrE2","A",1,"2 mM paraquat",1.5,0.032
"20150617",252,"Haloferax mediterranei","pyrE2","A",2,"2 mM paraquat",1.5,0.038
"20150617",253,"Haloferax mediterranei","pyrE2","A",3,"2 mM paraquat",1.5,0.038
"20150617",254,"Haloferax mediterranei","pyrE2","B",1,"2 mM paraquat",1.5,0.029
"20150617",255,"Haloferax mediterranei","pyrE2","B",2,"2 mM paraquat",1.5,0.034
"20150617",256,"Haloferax mediterranei","pyrE2","B",3,"2 mM paraquat",1.5,0.034
"20150617",257,"Haloferax mediterranei","pyrE2","C",1,"2 mM paraquat",1.5,0.027
"20150617",258,"Haloferax mediterranei","pyrE2","C",2,"2 mM paraquat",1.5,0.028
"20150617",259,"Haloferax mediterranei","pyrE2","C",3,"2 mM paraquat",1.5,0.027
"20150617",260,"Haloferax mediterranei","pyrE2","D",1,"2 mM paraquat",1.5,0.03
"20150617",261,"Haloferax mediterranei","pyrE2","D",2,"2 mM paraquat",1.5,0.038
"20150617",262,"Haloferax mediterranei","pyrE2","D",3,"2 mM paraquat",1.5,0.043
"20150617",102,"Haloferax mediterranei","pyrE2","A",1,"standard",2,0.035
"20150617",103,"Haloferax mediterranei","pyrE2","A",2,"standard",2,0.039
"20150617",104,"Haloferax mediterranei","pyrE2","A",3,"standard",2,0.039
"20150617",105,"Haloferax mediterranei","pyrE2","B",1,"standard",2,0.03
"20150617",106,"Haloferax mediterranei","pyrE2","B",2,"standard",2,0.034
"20150617",107,"Haloferax mediterranei","pyrE2","B",3,"standard",2,0.04
"20150617",108,"Haloferax mediterranei","pyrE2","C",1,"standard",2,0.033
"20150617",109,"Haloferax mediterranei","pyrE2","C",2,"standard",2,0.037
"20150617",111,"Haloferax mediterranei","pyrE2","C",3,"standard",2,0.043
"20150617",112,"Haloferax mediterranei","pyrE2","D",1,"standard",2,0.032
"20150617",113,"Haloferax mediterranei","pyrE2","D",2,"standard",2,0.031
"20150617",114,"Haloferax mediterranei","pyrE2","D",3,"standard",2,0.033
"20150617",251,"Haloferax mediterranei","pyrE2","A",1,"2 mM paraquat",2,0.036
"20150617",252,"Haloferax mediterranei","pyrE2","A",2,"2 mM paraquat",2,0.044
"20150617",253,"Haloferax mediterranei","pyrE2","A",3,"2 mM paraquat",2,0.043
"20150617",254,"Haloferax mediterranei","pyrE2","B",1,"2 mM paraquat",2,0.034
"20150617",255,"Haloferax mediterranei","pyrE2","B",2,"2 mM paraquat",2,0.039
"20150617",256,"Haloferax mediterranei","pyrE2","B",3,"2 mM paraquat",2,0.039
"20150617",257,"Haloferax mediterranei","pyrE2","C",1,"2 mM paraquat",2,0.031
"20150617",258,"Haloferax mediterranei","pyrE2","C",2,"2 mM paraquat",2,0.032
"20150617",259,"Haloferax mediterranei","pyrE2","C",3,"2 mM paraquat",2,0.031
"20150617",260,"Haloferax mediterranei","pyrE2","D",1,"2 mM paraquat",2,0.034
"20150617",261,"Haloferax mediterranei","pyrE2","D",2,"2 mM paraquat",2,0.043
"20150617",262,"Haloferax mediterranei","pyrE2","D",3,"2 mM paraquat",2,0.048
"20150617",102,"Haloferax mediterranei","pyrE2","A",1,"standard",2.5,0.042
"20150617",103,"Haloferax mediterranei","pyrE2","A",2,"standard",2.5,0.047
"20150617",104,"Haloferax mediterranei","pyrE2","A",3,"standard",2.5,0.049
"20150617",105,"Haloferax mediterranei","pyrE2","B",1,"standard",2.5,0.038
"20150617",106,"Haloferax mediterranei","pyrE2","B",2,"standard",2.5,0.043
"20150617",107,"Haloferax mediterranei","pyrE2","B",3,"standard",2.5,0.05
"20150617",108,"Haloferax mediterranei","pyrE2","C",1,"standard",2.5,0.041
"20150617",109,"Haloferax mediterranei","pyrE2","C",2,"standard",2.5,0.046
"20150617",111,"Haloferax mediterranei","pyrE2","C",3,"standard",2.5,0.052
"20150617",112,"Haloferax mediterranei","pyrE2","D",1,"standard",2.5,0.04
"20150617",113,"Haloferax mediterranei","pyrE2","D",2,"standard",2.5,0.039
"20150617",114,"Haloferax mediterranei","pyrE2","D",3,"standard",2.5,0.041
"20150617",251,"Haloferax mediterranei","pyrE2","A",1,"2 mM paraquat",2.5,0.042
"20150617",252,"Haloferax mediterranei","pyrE2","A",2,"2 mM paraquat",2.5,0.05
"20150617",253,"Haloferax mediterranei","pyrE2","A",3,"2 mM paraquat",2.5,0.051
"20150617",254,"Haloferax mediterranei","pyrE2","B",1,"2 mM paraquat",2.5,0.04
"20150617",255,"Haloferax mediterranei","pyrE2","B",2,"2 mM paraquat",2.5,0.046
"20150617",256,"Haloferax mediterranei","pyrE2","B",3,"2 mM paraquat",2.5,0.046
"20150617",257,"Haloferax mediterranei","pyrE2","C",1,"2 mM paraquat",2.5,0.036
"20150617",258,"Haloferax mediterranei","pyrE2","C",2,"2 mM paraquat",2.5,0.037
"20150617",259,"Haloferax mediterranei","pyrE2","C",3,"2 mM paraquat",2.5,0.037
"20150617",260,"Haloferax mediterranei","pyrE2","D",1,"2 mM paraquat",2.5,0.039
"20150617",261,"Haloferax mediterranei","pyrE2","D",2,"2 mM paraquat",2.5,0.049
"20150617",262,"Haloferax mediterranei","pyrE2","D",3,"2 mM paraquat",2.5,0.056
"20150617",102,"Haloferax mediterranei","pyrE2","A",1,"standard",3,0.051
"20150617",103,"Haloferax mediterranei","pyrE2","A",2,"standard",3,0.057
"20150617",104,"Haloferax mediterranei","pyrE2","A",3,"standard",3,0.06
"20150617",105,"Haloferax mediterranei","pyrE2","B",1,"standard",3,0.049
"20150617",106,"Haloferax mediterranei","pyrE2","B",2,"standard",3,0.055
"20150617",107,"Haloferax mediterranei","pyrE2","B",3,"standard",3,0.064
"20150617",108,"Haloferax mediterranei","pyrE2","C",1,"standard",3,0.053
"20150617",109,"Haloferax mediterranei","pyrE2","C",2,"standard",3,0.058
"20150617",111,"Haloferax mediterranei","pyrE2","C",3,"standard",3,0.064
"20150617",112,"Haloferax mediterranei","pyrE2","D",1,"standard",3,0.049
"20150617",113,"Haloferax mediterranei","pyrE2","D",2,"standard",3,0.049
"20150617",114,"Haloferax mediterranei","pyrE2","D",3,"standard",3,0.051
"20150617",251,"Haloferax mediterranei","pyrE2","A",1,"2 mM paraquat",3,0.047
"20150617",252,"Haloferax mediterranei","pyrE2","A",2,"2 mM paraquat",3,0.056
"20150617",253,"Haloferax mediterranei","pyrE2","A",3,"2 mM paraquat",3,0.058
"20150617",254,"Haloferax mediterranei","pyrE2","B",1,"2 mM paraquat",3,0.045
"20150617",255,"Haloferax mediterranei","pyrE2","B",2,"2 mM paraquat",3,0.052
"20150617",256,"Haloferax mediterranei","pyrE2","B",3,"2 mM paraquat",3,0.054
"20150617",257,"Haloferax mediterranei","pyrE2","C",1,"2 mM paraquat",3,0.042
"20150617",258,"Haloferax mediterranei","pyrE2","C",2,"2 mM paraquat",3,0.043
"20150617",259,"Haloferax mediterranei","pyrE2","C",3,"2 mM paraquat",3,0.042
"20150617",260,"Haloferax mediterranei","pyrE2","D",1,"2 mM paraquat",3,0.043
"20150617",261,"Haloferax mediterranei","pyrE2","D",2,"2 mM paraquat",3,0.052
"20150617",262,"Haloferax mediterranei","pyrE2","D",3,"2 mM paraquat",3,0.06
"20150617",102,"Haloferax mediterranei","pyrE2","A",1,"standard",3.5,0.062
"20150617",103,"Haloferax mediterranei","pyrE2","A",2,"standard",3.5,0.07
"20150617",104,"Haloferax mediterranei","pyrE2","A",3,"standard",3.5,0.073
"20150617",105,"Haloferax mediterranei","pyrE2","B",1,"standard",3.5,0.061
"20150617",106,"Haloferax mediterranei","pyrE2","B",2,"standard",3.5,0.068
"20150617",107,"Haloferax mediterranei","pyrE2","B",3,"standard",3.5,0.078
"20150617",108,"Haloferax mediterranei","pyrE2","C",1,"standard",3.5,0.066
"20150617",109,"Haloferax mediterranei","pyrE2","C",2,"standard",3.5,0.071
"20150617",111,"Haloferax mediterranei","pyrE2","C",3,"standard",3.5,0.078
"20150617",112,"Haloferax mediterranei","pyrE2","D",1,"standard",3.5,0.061
"20150617",113,"Haloferax mediterranei","pyrE2","D",2,"standard",3.5,0.062
"20150617",114,"Haloferax mediterranei","pyrE2","D",3,"standard",3.5,0.064
"20150617",251,"Haloferax mediterranei","pyrE2","A",1,"2 mM paraquat",3.5,0.055
"20150617",252,"Haloferax mediterranei","pyrE2","A",2,"2 mM paraquat",3.5,0.068
"20150617",253,"Haloferax mediterranei","pyrE2","A",3,"2 mM paraquat",3.5,0.07
"20150617",254,"Haloferax mediterranei","pyrE2","B",1,"2 mM paraquat",3.5,0.055
"20150617",255,"Haloferax mediterranei","pyrE2","B",2,"2 mM paraquat",3.5,0.063
"20150617",256,"Haloferax mediterranei","pyrE2","B",3,"2 mM paraquat",3.5,0.064
"20150617",257,"Haloferax mediterranei","pyrE2","C",1,"2 mM paraquat",3.5,0.05
"20150617",258,"Haloferax mediterranei","pyrE2","C",2,"2 mM paraquat",3.5,0.051
"20150617",259,"Haloferax mediterranei","pyrE2","C",3,"2 mM paraquat",3.5,0.05
"20150617",260,"Haloferax mediterranei","pyrE2","D",1,"2 mM paraquat",3.5,0.052
"20150617",261,"Haloferax mediterranei","pyrE2","D",2,"2 mM paraquat",3.5,0.064
"20150617",262,"Haloferax mediterranei","pyrE2","D",3,"2 mM paraquat",3.5,0.073
"20150617",102,"Haloferax mediterranei","pyrE2","A",1,"standard",4,0.073
"20150617",103,"Haloferax mediterranei","pyrE2","A",2,"standard",4,0.082
"20150617",104,"Haloferax mediterranei","pyrE2","A",3,"standard",4,0.087
"20150617",105,"Haloferax mediterranei","pyrE2","B",1,"standard",4,0.072
"20150617",106,"Haloferax mediterranei","pyrE2","B",2,"standard",4,0.08
"20150617",107,"Haloferax mediterranei","pyrE2","B",3,"standard",4,0.092
"20150617",108,"Haloferax mediterranei","pyrE2","C",1,"standard",4,0.078
"20150617",109,"Haloferax mediterranei","pyrE2","C",2,"standard",4,0.085
"20150617",111,"Haloferax mediterranei","pyrE2","C",3,"standard",4,0.093
"20150617",112,"Haloferax mediterranei","pyrE2","D",1,"standard",4,0.072
"20150617",113,"Haloferax mediterranei","pyrE2","D",2,"standard",4,0.073
"20150617",114,"Haloferax mediterranei","pyrE2","D",3,"standard",4,0.077
"20150617",251,"Haloferax mediterranei","pyrE2","A",1,"2 mM paraquat",4,0.06
"20150617",252,"Haloferax mediterranei","pyrE2","A",2,"2 mM paraquat",4,0.073
"20150617",253,"Haloferax mediterranei","pyrE2","A",3,"2 mM paraquat",4,0.078
"20150617",254,"Haloferax mediterranei","pyrE2","B",1,"2 mM paraquat",4,0.062
"20150617",255,"Haloferax mediterranei","pyrE2","B",2,"2 mM paraquat",4,0.07
"20150617",256,"Haloferax mediterranei","pyrE2","B",3,"2 mM paraquat",4,0.073
"20150617",257,"Haloferax mediterranei","pyrE2","C",1,"2 mM paraquat",4,0.057
"20150617",258,"Haloferax mediterranei","pyrE2","C",2,"2 mM paraquat",4,0.058
"20150617",259,"Haloferax mediterranei","pyrE2","C",3,"2 mM paraquat",4,0.057
"20150617",260,"Haloferax mediterranei","pyrE2","D",1,"2 mM paraquat",4,0.056
"20150617",261,"Haloferax mediterranei","pyrE2","D",2,"2 mM paraquat",4,0.066
"20150617",262,"Haloferax mediterranei","pyrE2","D",3,"2 mM paraquat",4,0.079
"20150617",102,"Haloferax mediterranei","pyrE2","A",1,"standard",4.5,0.088
"20150617",103,"Haloferax mediterranei","pyrE2","A",2,"standard",4.5,0.099
"20150617",104,"Haloferax mediterranei","pyrE2","A",3,"standard",4.5,0.105
"20150617",105,"Haloferax mediterranei","pyrE2","B",1,"standard",4.5,0.087
"20150617",106,"Haloferax mediterranei","pyrE2","B",2,"standard",4.5,0.098
"20150617",107,"Haloferax mediterranei","pyrE2","B",3,"standard",4.5,0.113
"20150617",108,"Haloferax mediterranei","pyrE2","C",1,"standard",4.5,0.097
"20150617",109,"Haloferax mediterranei","pyrE2","C",2,"standard",4.5,0.105
"20150617",111,"Haloferax mediterranei","pyrE2","C",3,"standard",4.5,0.111
"20150617",112,"Haloferax mediterranei","pyrE2","D",1,"standard",4.5,0.087
"20150617",113,"Haloferax mediterranei","pyrE2","D",2,"standard",4.5,0.089
"20150617",114,"Haloferax mediterranei","pyrE2","D",3,"standard",4.5,0.094
"20150617",251,"Haloferax mediterranei","pyrE2","A",1,"2 mM paraquat",4.5,0.068
"20150617",252,"Haloferax mediterranei","pyrE2","A",2,"2 mM paraquat",4.5,0.083
"20150617",253,"Haloferax mediterranei","pyrE2","A",3,"2 mM paraquat",4.5,0.09
"20150617",254,"Haloferax mediterranei","pyrE2","B",1,"2 mM paraquat",4.5,0.071
"20150617",255,"Haloferax mediterranei","pyrE2","B",2,"2 mM paraquat",4.5,0.081
"20150617",256,"Haloferax mediterranei","pyrE2","B",3,"2 mM paraquat",4.5,0.083
"20150617",257,"Haloferax mediterranei","pyrE2","C",1,"2 mM paraquat",4.5,0.066
"20150617",258,"Haloferax mediterranei","pyrE2","C",2,"2 mM paraquat",4.5,0.067
"20150617",259,"Haloferax mediterranei","pyrE2","C",3,"2 mM paraquat",4.5,0.066
"20150617",260,"Haloferax mediterranei","pyrE2","D",1,"2 mM paraquat",4.5,0.066
"20150617",261,"Haloferax mediterranei","pyrE2","D",2,"2 mM paraquat",4.5,0.073
"20150617",262,"Haloferax mediterranei","pyrE2","D",3,"2 mM paraquat",4.5,0.089
"20150617",102,"Haloferax mediterranei","pyrE2","A",1,"standard",5,0.109
"20150617",103,"Haloferax mediterranei","pyrE2","A",2,"standard",5,0.122
"20150617",104,"Haloferax mediterranei","pyrE2","A",3,"standard",5,0.129
"20150617",105,"Haloferax mediterranei","pyrE2","B",1,"standard",5,0.109
"20150617",106,"Haloferax mediterranei","pyrE2","B",2,"standard",5,0.122
"20150617",107,"Haloferax mediterranei","pyrE2","B",3,"standard",5,0.137
"20150617",108,"Haloferax mediterranei","pyrE2","C",1,"standard",5,0.119
"20150617",109,"Haloferax mediterranei","pyrE2","C",2,"standard",5,0.128
"20150617",111,"Haloferax mediterranei","pyrE2","C",3,"standard",5,0.137
"20150617",112,"Haloferax mediterranei","pyrE2","D",1,"standard",5,0.108
"20150617",113,"Haloferax mediterranei","pyrE2","D",2,"standard",5,0.111
"20150617",114,"Haloferax mediterranei","pyrE2","D",3,"standard",5,0.115
"20150617",251,"Haloferax mediterranei","pyrE2","A",1,"2 mM paraquat",5,0.081
"20150617",252,"Haloferax mediterranei","pyrE2","A",2,"2 mM paraquat",5,0.101
"20150617",253,"Haloferax mediterranei","pyrE2","A",3,"2 mM paraquat",5,0.107
"20150617",254,"Haloferax mediterranei","pyrE2","B",1,"2 mM paraquat",5,0.085
"20150617",255,"Haloferax mediterranei","pyrE2","B",2,"2 mM paraquat",5,0.095
"20150617",256,"Haloferax mediterranei","pyrE2","B",3,"2 mM paraquat",5,0.096
"20150617",257,"Haloferax mediterranei","pyrE2","C",1,"2 mM paraquat",5,0.076
"20150617",258,"Haloferax mediterranei","pyrE2","C",2,"2 mM paraquat",5,0.077
"20150617",259,"Haloferax mediterranei","pyrE2","C",3,"2 mM paraquat",5,0.076
"20150617",260,"Haloferax mediterranei","pyrE2","D",1,"2 mM paraquat",5,0.078
"20150617",261,"Haloferax mediterranei","pyrE2","D",2,"2 mM paraquat",5,0.091
"20150617",262,"Haloferax mediterranei","pyrE2","D",3,"2 mM paraquat",5,0.108
"20150617",102,"Haloferax mediterranei","pyrE2","A",1,"standard",5.5,0.127
"20150617",103,"Haloferax mediterranei","pyrE2","A",2,"standard",5.5,0.142
"20150617",104,"Haloferax mediterranei","pyrE2","A",3,"standard",5.5,0.147
"20150617",105,"Haloferax mediterranei","pyrE2","B",1,"standard",5.5,0.126
"20150617",106,"Haloferax mediterranei","pyrE2","B",2,"standard",5.5,0.14
"20150617",107,"Haloferax mediterranei","pyrE2","B",3,"standard",5.5,0.157
"20150617",108,"Haloferax mediterranei","pyrE2","C",1,"standard",5.5,0.139
"20150617",109,"Haloferax mediterranei","pyrE2","C",2,"standard",5.5,0.148
"20150617",111,"Haloferax mediterranei","pyrE2","C",3,"standard",5.5,0.16
"20150617",112,"Haloferax mediterranei","pyrE2","D",1,"standard",5.5,0.128
"20150617",113,"Haloferax mediterranei","pyrE2","D",2,"standard",5.5,0.13
"20150617",114,"Haloferax mediterranei","pyrE2","D",3,"standard",5.5,0.135
"20150617",251,"Haloferax mediterranei","pyrE2","A",1,"2 mM paraquat",5.5,0.09
"20150617",252,"Haloferax mediterranei","pyrE2","A",2,"2 mM paraquat",5.5,0.113
"20150617",253,"Haloferax mediterranei","pyrE2","A",3,"2 mM paraquat",5.5,0.12
"20150617",254,"Haloferax mediterranei","pyrE2","B",1,"2 mM paraquat",5.5,0.095
"20150617",255,"Haloferax mediterranei","pyrE2","B",2,"2 mM paraquat",5.5,0.105
"20150617",256,"Haloferax mediterranei","pyrE2","B",3,"2 mM paraquat",5.5,0.107
"20150617",257,"Haloferax mediterranei","pyrE2","C",1,"2 mM paraquat",5.5,0.084
"20150617",258,"Haloferax mediterranei","pyrE2","C",2,"2 mM paraquat",5.5,0.086
"20150617",259,"Haloferax mediterranei","pyrE2","C",3,"2 mM paraquat",5.5,0.084
"20150617",260,"Haloferax mediterranei","pyrE2","D",1,"2 mM paraquat",5.5,0.086
"20150617",261,"Haloferax mediterranei","pyrE2","D",2,"2 mM paraquat",5.5,0.101
"20150617",262,"Haloferax mediterranei","pyrE2","D",3,"2 mM paraquat",5.5,0.121
"20150617",102,"Haloferax mediterranei","pyrE2","A",1,"standard",6,0.148
"20150617",103,"Haloferax mediterranei","pyrE2","A",2,"standard",6,0.164
"20150617",104,"Haloferax mediterranei","pyrE2","A",3,"standard",6,0.168
"20150617",105,"Haloferax mediterranei","pyrE2","B",1,"standard",6,0.147
"20150617",106,"Haloferax mediterranei","pyrE2","B",2,"standard",6,0.163
"20150617",107,"Haloferax mediterranei","pyrE2","B",3,"standard",6,0.183
"20150617",108,"Haloferax mediterranei","pyrE2","C",1,"standard",6,0.164
"20150617",109,"Haloferax mediterranei","pyrE2","C",2,"standard",6,0.176
"20150617",111,"Haloferax mediterranei","pyrE2","C",3,"standard",6,0.186
"20150617",112,"Haloferax mediterranei","pyrE2","D",1,"standard",6,0.152
"20150617",113,"Haloferax mediterranei","pyrE2","D",2,"standard",6,0.155
"20150617",114,"Haloferax mediterranei","pyrE2","D",3,"standard",6,0.16
"20150617",251,"Haloferax mediterranei","pyrE2","A",1,"2 mM paraquat",6,0.1
"20150617",252,"Haloferax mediterranei","pyrE2","A",2,"2 mM paraquat",6,0.125
"20150617",253,"Haloferax mediterranei","pyrE2","A",3,"2 mM paraquat",6,0.135
"20150617",254,"Haloferax mediterranei","pyrE2","B",1,"2 mM paraquat",6,0.105
"20150617",255,"Haloferax mediterranei","pyrE2","B",2,"2 mM paraquat",6,0.116
"20150617",256,"Haloferax mediterranei","pyrE2","B",3,"2 mM paraquat",6,0.118
"20150617",257,"Haloferax mediterranei","pyrE2","C",1,"2 mM paraquat",6,0.093
"20150617",258,"Haloferax mediterranei","pyrE2","C",2,"2 mM paraquat",6,0.095
"20150617",259,"Haloferax mediterranei","pyrE2","C",3,"2 mM paraquat",6,0.093
"20150617",260,"Haloferax mediterranei","pyrE2","D",1,"2 mM paraquat",6,0.097
"20150617",261,"Haloferax mediterranei","pyrE2","D",2,"2 mM paraquat",6,0.112
"20150617",262,"Haloferax mediterranei","pyrE2","D",3,"2 mM paraquat",6,0.134
"20150617",102,"Haloferax mediterranei","pyrE2","A",1,"standard",6.5,0.175
"20150617",103,"Haloferax mediterranei","pyrE2","A",2,"standard",6.5,0.187
"20150617",104,"Haloferax mediterranei","pyrE2","A",3,"standard",6.5,0.189
"20150617",105,"Haloferax mediterranei","pyrE2","B",1,"standard",6.5,0.167
"20150617",106,"Haloferax mediterranei","pyrE2","B",2,"standard",6.5,0.182
"20150617",107,"Haloferax mediterranei","pyrE2","B",3,"standard",6.5,0.2
"20150617",108,"Haloferax mediterranei","pyrE2","C",1,"standard",6.5,0.184
"20150617",109,"Haloferax mediterranei","pyrE2","C",2,"standard",6.5,0.191
"20150617",111,"Haloferax mediterranei","pyrE2","C",3,"standard",6.5,0.214
"20150617",112,"Haloferax mediterranei","pyrE2","D",1,"standard",6.5,0.181
"20150617",113,"Haloferax mediterranei","pyrE2","D",2,"standard",6.5,0.181
"20150617",114,"Haloferax mediterranei","pyrE2","D",3,"standard",6.5,0.187
